175,sat_MD5-29-4_d,496,2.333,743,3.974,817,3.663,
176,sat_MD5-29-4,3855,3.171,5318,4.746,6532,6.047,
177,sat_MD5-29-4_p,3733,1.552,5809,2.055,6990,2.863,
178,sat_MD5-30-4_d,482,1.982,731,4.339,871,4.067,
179,sat_MD5-30-4,4089,3.491,5830,6.317,7021,5.748,
180,sat_MD5-30-4_p,4133,2.007,5827,2.088,7438,2.722,
181,sat_MD5-30-5_d,520,2.14,728,4.796,868,3.986,
182,sat_MD5-30-5,4119,3.588,5910,6.027,7303,6.914,
183,sat_MD5-30-5_p,4088,1.203,5995,2.301,7478,2.765,
184,sat_min_d,1006,46.01,1360,56.1,1499,76.942,
185,sat_min,2170,46.443,8680,81.094,20583,129.623,
186,sat_min_p,2174,29.393,8801,75.278,20253,87.668,
187,sat_p30_d,181,103.073,362,196.831,543,167.54,
188,sat_p30,3226,75.93,6450,115.828,9674,169.028,
189,sat_p30_p,4271,68.274,8542,115.059,12813,137.957,
190,sat_p30_NOT_d,181,26.351,362,34.835,543,43.95,
191,sat_p30_NOT,3226,20.578,6452,35.606,9676,39.097,
192,sat_p30_NOT_p,4271,15.541,8542,27.474,12813,28.993,
193,sat_non_p30_d,181,100.374,362,181.061,543,218.852,
194,sat_non_p30,3225,79.675,6452,138.955,9675,158.45,
195,sat_non_p30_p,4271,74.232,8542,117.287,12813,143.069,
196,sat_post_d,3072,62.594,2740,101.562,3072,138.355,
197,sat_post,1303,95.108,1651,105.808,2139,208.591,
198,sat_post_p,1547,38.356,1802,120.372,1515,113.36,
199,sat_post-ee_d,3048,72.41,2672,95.916,3072,129.952,
200,sat_post-ee,1028,50.388,1314,96.112,1295,130.747,
201,sat_post-ee_p,2707,37.506,1508,64.032,3351,112.035,
202,sat_L100_d,2062,35.701,2317,82.99,2502,86.568,
203,sat_L100,60488,152.944,127384,597.296,157496,420.523,
204,sat_L100_p,60494,117.552,144919,303.455,195456,284.182,
205,sat_L150_d,3372,53.719,2313,110.069,3519,130.658,
206,sat_L150,94463,257.129,257309,1138.62,242474,604.892,
207,sat_L150_p,94469,278.793,315035,1149.764,292162,775.245,
208,sat_L200_d,292162,775.245,292162,775.245,292162,775.245,
209,sat_L200,130938,525.752,430323,1512.706,
210,sat_L200_p,176279,468.144,418381,2915.573,297240,832.616,
211,sat_L80_d,1695,26.733,1903,57.13,1945,56.559,
212,sat_L80,47598,101.44,101371,432.796,111366,285.562,
213,sat_L80_p,47608,96.209,171826,314.179,154075,253.94,
214,sat_k100_1d,680,266.431,1266,822.331,1981,694.122,
215,sat_k100_1,1165,742.489,2338,1286.609,3499,1444.31,
216,sat_k100_1p,1173,343.874,2350,1268.739,3537,1121.685,
217,sat_k100_2d,665,348.359,1422,512.109,2019,650.083,
218,sat_k100_2,1168,709.828,2328,966.447,3496,1444.082,
219,sat_k100_2p,1167,375.414,2340,872.617,3562,875.498,
220,sat_k70_d,701,189.295,1304,535.544,1921,528.758,
221,sat_k70,1164,464.402,2328,725.464,3498,1064.217,
222,sat_k70_p,1176,371.84,2404,741.563,3571,624.821,
223,sat_k75_d,631,281.154,1245,403.209,1938,483.001,
224,sat_k75,1164,587.178,2335,1048.522,3500,1107.825,
225,sat_k75_p,1171,298.012,2341,640.424,3888,744.109,
226,sat_k80_d,622,227.961,1336,518.517,1944,513.333,
227,sat_k80,1164,734.461,2331,1123.853,3496,1145.571,
228,sat_k80_p,1170,567.723,2707,638.372,3563,750.999,
229,sat_k85_2d,631,207.514,1266,502.642,2056,540.49,
230,sat_k85_2,1167,774.107,2328,889.791,3492,1163.628,
231,sat_k85_2p,1173,448.47,2353,662.667,3607,1157.542,
232,sat_k85_3d,627,229.146,1264,596.089,1891,561.321,
233,sat_k85_3,1171,825.807,2332,1023.67,3499,1186.527,
234,sat_k85_3p,1170,567.097,2402,593.105,3525,895.484,
235,sat_k90_d,822,297.475,1357,539.314,1958,636.718,
236,sat_k90,1164,700.039,2332,849.327,3496,1202.454,
237,sat_k90_p,1164,363.914,2349,754.558,3641,883.712,
238,sat_k95_d,685,302.392,1234,623.299,1920,647.728,
239,sat_k95,1167,698.96,2332,1486.654,3496,1537.614,
240,sat_k95_p,1173,354.805,2389,654.363,3633,816.614,
241,sat_slp_d,1008,21.135,1891,18.981,2379,41.778,
242,sat_slp,2477,21.906,3313,38.46,10528,54.246,
243,sat_slp_p,2830,10.283,3512,12.11,10846,22.952,
244,sat_030_d,4554,248.091,1680,109.926,5528,273.967,
245,sat_030,13016,84.575,26032,181.603,39048,181.273,
246,sat_030_p,13016,77.288,26032,130.997,39048,146.108,
247,sat_050_d,7037,481.588,7096,348.121,7081,599.103,
248,sat_050,13016,186.052,26032,282.339,39048,310.041,
249,sat_050_p,13016,144.792,26032,239.918,39048,274.9,
250,sat_UCG-10p0_d,600,33.16,1406,50.869,1630,67.217,
251,sat_UCG-10p0,3316,55.572,8314,87.082,10712,105.558,
252,sat_UCG-10p0_p,3712,25.599,8685,44.137,10853,63.684,
253,sat_UCG-10p1_d,603,38.858,1310,52.742,1593,73.739,
254,sat_UCG-10p1,3636,51.874,9006,106.656,11674,121.929,
255,sat_UCG-10p1_p,4052,34.841,9590,52.131,11668,75.198,
256,sat_UCG-5p0_d,1161,40.167,1785,82.208,2369,80.344,
257,sat_UCG-5p0,6799,57.735,13328,123.95,16108,147.913,
258,sat_UCG-5p0_p,7012,50.76,12024,62.152,16658,99.238,
259,sat_UR-15_d,1552,44.22,3450,88.782,4124,98.135,
260,sat_UR-15,8581,65.733,12821,103.01,15850,116.111,
261,sat_UR-15_p,8605,77.419,14582,97.914,17570,98.132,
262,sat_UR-20_d,2044,55.426,3345,109.521,4980,123.355,
263,sat_UR-20,10798,82.051,15522,118.391,19282,140.129,
264,sat_UR-20_p,11642,54.007,18280,102.902,19672,95.248,
265,sat_UTI_d,149,63.932,316,64.244,773,110.421,
266,sat_UTI,642,62.657,1281,108.968,1914,130.634,
267,sat_UTI_p,827,37.472,1654,67.332,2481,73.52,
268,sat_2.0_d,14400,169.896,4786,445.606,8831,452.803,
269,sat_2.0,69266,323.7,147796,1042.054,159061,909.441,
270,sat_2.0_p,103900,238.761,210240,326.973,248356,545.771,
271,sat_4.0-9_d,11060,280.972,10864,332.272,9122,195.651,
272,sat_4.0-9,67248,271.744,110395,457.723,128907,586.803,
273,sat_4.0-9_p,69702,86.405,138452,156.704,274366,208.208,
274,192bit,7379,3.402,10457,7.196,11902,9.207,
275,2cubes,3652,49.303,8112,62.707,10473,98.685,
276,2D,463,4.32,860,6.004,1226,7.323,
277,3D,6348,86.287,12696,153.571,19044,173.217,
278,ABACUS,208,1.936,430,2.912,628,3.172,
279,af23560,608,2.057,1216,3.575,1824,4.269,
280,af_shell,1765,58.444,3640,85.106,4345,94.348,
281,airfoil,320,2.277,523,3.911,665,4.276,
282,Andrews,4025,12.723,5704,32.205,7616,30.809,
283,appu,13957,1.026,13985,5.152,13999,12.854,
284,as-22,1719,0.944,983,1.898,2167,2.006,
285,astro,3703,7.631,4785,9.787,5393,12.677,
286,atmos,17168,298.764,22599,601.642,31883,802.091,
287,av41092,778,6.741,1044,7.247,1554,12.599,
288,barrier,6974,56.031,10671,67.651,12587,87.832,
289,Baumann,2222,11.918,2982,27.872,4137,29.319,
290,bayer04,53,0.746,106,1.0,157,1.322,
291,bbmat,1140,4.86,2068,14.915,2996,14.663,
292,bcsstk,360,1.665,726,2.174,1080,3.214,
293,Ben,153228,34.771,34830,62.411,69171,52.245,
294,bibd,1111,0.984,1144,3.783,1157,3.625,
295,bips,58,0.349,87,0.607,113,0.694,
296,bloweya,4504,0.992,6066,1.712,6984,1.561,
297,bundle,1327,1.731,1554,1.838,3192,2.548,
298,c-55,3363,9.015,4951,14.756,5859,13.244,
299,c-61,2175,6.898,2845,10.339,3428,10.244,
300,c-64,860,9.094,6181,12.164,7509,19.058,
301,CondMat,3868,9.29,5503,12.501,6518,13.59,
302,cage10,2200,2.463,3421,5.169,4793,5.092,
303,ccc,0,1.816,4681,7.635,4096,4.334,
304,cfd,1524,18.286,2256,29.643,3520,39.804,
305,Chem97Zt,122,0.149,34,0.592,84,0.531,
306,circuit,1478,1.283,2872,2.05,3173,1.614,
307,ckt,116,2.679,219,5.124,582,6.141,
308,cnr,1899,111.199,855,175.158,2297,246.499,
309,conf5_4,0,6.973,12288,10.632,12288,12.217,
310,copter,930,2.277,1652,4.419,1982,4.483,
311,coupled,1715,1.624,2312,3.002,2906,2.86,
312,crash,1704,14.288,2640,23.193,3184,24.245,
313,cryg,200,0.356,269,0.72,370,0.812,
314,crystk,798,1.908,1596,2.611,2310,3.133,
315,d_pretok,2074,30.309,4034,47.714,5506,61.558,
316,dac11,1187,101.686,2179,212.637,3307,252.371,
317,dac14,3953,126.708,5461,158.173,7589,192.393,
318,dac16,7002,108.302,9393,142.49,12013,184.607,
319,dac2,3296,139.087,4572,353.187,6113,404.24,
320,dac3,3058,79.354,4727,241.418,7809,212.441,
321,dac6,2787,150.6,5567,189.011,7008,213.852,
322,dac7,1803,187.281,3877,241.713,5992,377.361,
323,delta,615,3.958,4782,7.317,4846,7.479,
324,denormal,1192,9.012,1608,14.009,2166,22.076,
325,dict,2169,4.687,2288,10.081,3825,10.65,
326,diel,2512,334.662,5510,512.983,12034,562.912,
327,cova2,765,7.462,1236,13.081,1521,15.635,
328,ecl32,1831,7.139,3309,18.223,4187,15.404,
329,Emilia,20286,644.631,41313,1038.708,49956,947.107,
330,epb1,209,0.678,413,1.273,521,1.431,
331,ESOC,153352,132.059,202528,329.918,232822,222.386,
332,Eternity,5176,1.956,3168,7.385,2404,9.18,
333,ex19,0,0.932,171,1.617,117,1.873,
334,F2,888,13.003,2805,25.24,3213,26.601,
335,fd18,140,0.572,290,1.34,430,1.431,
336,fem,2822,28.96,3552,29.505,5723,48.262,
337,finan,147,6.704,220,10.415,293,11.335,
338,flower,4334,14.263,6175,24.957,7192,26.378,
339,foldoc,6107,4.106,7685,8.785,8095,7.685,
340,Franz,19000,24.158,27240,28.654,32690,36.118,
341,G2,780,8.839,1196,15.925,1404,16.279,
342,g7jac,720,0.723,1031,1.54,1293,1.844,
343,garon,542,1.335,849,2.864,1258,2.475,
344,gearbox,272,21.857,2332,37.062,2432,31.607,
345,gemat,35,0.244,51,0.432,69,0.532,
346,graphics,414,0.427,570,0.75,774,0.725,
347,gyro,117,2.327,378,2.591,537,3.576,
348,H2O,11438,73.528,17786,97.441,21319,114.926,
349,HEP,4906,15.344,8444,27.043,9293,25.57,
350,HTC,1550,13.436,2832,24.743,5106,23.892,
351,hvdc1,62,1.021,80,1.242,106,1.778,
352,IG5,10621,12.373,16283,28.18,20947,29.971,
353,Ill,1148,2.646,1572,3.81,2256,5.028,
354,interp,800,7.745,1555,19.508,1915,21.311,
355,IMDB,23393,758.939,36985,973.867,40699,1262.935,
356,ibm01,181,0.551,368,1.501,497,1.563,
357,ibm02,262,1.193,340,1.916,622,2.513,
358,ibm03,969,1.784,1507,4.558,1704,4.777,
359,ibm04,536,2.521,1182,3.546,1761,4.93,
360,ibm05,1756,3.816,2654,6.76,3115,7.244,
361,ibm06,907,3.583,1257,4.586,1710,5.475,
362,ibm07,914,5.238,1782,8.36,2364,9.577,
363,ibm08,1143,4.703,2275,8.811,2434,10.449,
364,ibm09,638,3.832,1368,8.361,1748,8.885,
365,ibm10,1289,8.286,1962,16.322,2440,17.146,
366,ibm11,960,4.96,1826,11.232,2387,12.617,
367,ibm12,2088,10.753,2925,21.795,3893,21.248,
368,ibm13,868,7.481,1232,14.64,1776,14.622,
369,ibm14,1906,23.748,2870,41.503,3314,41.671,
370,ibm15,2657,23.811,4225,39.969,5335,48.541,
371,ibm16,1758,26.448,3802,54.133,3906,55.009,
372,kim1,772,6.995,1248,12.658,1536,12.946,
373,kkt,12066,385.174,14316,526.254,22358,571.75,
374,duct3D,1866,11.528,3732,16.297,4948,19.483,
375,lhr14,97,0.534,162,1.362,254,1.208,
376,li,1978,7.682,4004,12.918,6318,19.04,
377,tissue,484,3.146,798,4.663,954,5.282,
378,Lin,6400,37.772,8294,87.216,12314,78.255,
379,lp_nug,5911,6.97,9438,15.074,11650,11.092,
380,lp_pds,700,4.557,1509,9.718,2120,8.837,
381,lung,4,2.443,12,3.992,16,4.798,
382,m14b,1821,80.721,3820,162.004,6100,172.737,
383,mac,306,21.983,612,34.439,918,41.39,
384,Maragal,2090,1.87,2090,2.81,2124,5.521,
385,mc2depi,769,43.743,1538,60.084,2307,77.772,
386,mixtank,2943,9.615,4362,23.298,5303,21.391,
387,mono,7569,62.192,11839,168.285,14981,141.396,
388,mri1,487,10.903,745,18.548,924,21.787,
389,msc,10683,0.471,6321,4.607,5853,2.335,
390,msdoor,1645,74.141,3129,128.674,4130,161.749,
391,mult_dcop,10021,3.268,13618,7.829,15678,7.027,
392,nasasrb,540,7.509,1080,9.095,1620,12.924,
393,nd12k,36000,7.358,15820,46.06,36000,18.937,
394,net100,13018,5.205,18999,14.944,19956,15.934,
395,nopoly,50,0.587,102,1.19,118,1.108,
396,actors,12715,113.899,16034,189.638,18993,193.154,
397,www,562,16.584,762,43.049,2542,37.867,
398,obstclae,396,1.663,540,3.285,771,3.313,
399,olafu,768,2.229,1020,4.018,1224,3.539,
400,opt1,15291,0.742,8850,5.464,8952,3.638,
401,Oregon,718,0.488,889,0.922,859,0.957,
402,p2p,2829,3.902,3713,8.083,4090,7.44,
403,para,6053,79.083,10021,88.988,13199,121.832,
404,parabolic,1026,51.885,2052,85.859,2972,110.404,
405,Pd,0,0.021,0,0.049,0,0.047,
406,pdb,13526,10.421,15834,17.728,11277,17.126,
407,pds,2962,24.203,3672,49.933,4064,54.453,
408,pesa,70,0.595,111,1.104,166,1.157,
409,PGP,353,0.871,496,1.269,643,1.459,
410,pkustk,2904,15.691,5094,13.224,5508,17.922,
411,poisson3D,4365,30.955,6651,63.638,8668,81.498,
412,poli3,115,0.389,126,0.508,181,0.771,
413,powersim,9,0.322,15,0.539,39,0.655,
414,pre2,3120,70.934,5628,110.588,8112,147.55,
415,Pres,408,3.07,816,4.714,1176,5.713,
416,psse2,80,0.473,182,0.667,232,0.686,
417,qa8fk,670,14.886,4048,40.269,4718,31.417,
418,rajat,27,2.132,159,3.288,163,3.882,
419,Reuters,3247,6.968,5144,10.345,6419,12.397,
420,RFdevice,1743,7.627,2988,15.786,3437,14.559,
421,rgg,895,66.597,1448,126.712,1749,106.188,
422,rim,382,2.922,575,4.234,766,5.582,
423,rma,374,6.31,750,9.081,1700,8.646,
424,Rucci,32706,76.575,51129,794.834,71208,731.149,
425,s4dkt,1206,10.019,2316,15.11,3060,15.808,
426,scfxm,936,3.272,1274,5.924,1451,6.345,
427,scircuit,42,11.26,145,16.558,298,20.682,
428,shallow,640,5.353,1021,9.22,1326,9.461,
429,sherman,4875,4.01,7125,8.652,8360,7.396,
430,ship,31518,5.378,21434,19.901,21975,10.988,
431,shock,212,1.725,395,2.738,514,3.258,
432,shyy,160,2.654,160,4.664,627,6.275,
433,skirt,12,1.029,32,1.606,54,1.994,
434,sme3D,432,5.251,2406,6.641,3537,10.302,
435,soc-sign,4751,16.989,9085,28.443,12749,30.341,
436,sparsine,17262,59.595,24400,134.46,29418,78.393,
437,spmsrtls,6,0.588,12,0.993,18,1.227,
438,std1_Jac3,3835,5.686,4676,6.639,4487,17.646,
439,stokes,644,5.862,1089,9.946,1279,10.874,
440,ted_A,84,0.738,168,1.052,252,1.214,
441,TF16,4647,6.816,7861,9.658,9729,12.806,
442,thermal,247,8.514,497,13.184,740,16.939,
443,therm,277,12.55,572,20.223,848,28.207,
444,tmt,1525,99.242,2458,149.063,3048,155.561,
445,tomogra,1922,13.586,3269,29.463,4402,28.599,
446,torso,5762,75.384,7169,115.43,10048,146.405,
447,Trec,3157,1.798,3157,5.233,3157,4.672,
448,Trefe,13472,14.62,16811,21.409,18148,25.79,
449,TSOPF,7575,3.113,11897,17.799,11073,6.308,
450,us04,144,0.316,143,0.526,150,0.59,
451,usroads,79,4.753,176,8.124,248,8.398,
452,venkat,552,5.259,972,8.006,1328,9.952,
