id,dataset,k=2,k=3,k=4,
51,sat_ACG_10p_p,5484.0,22346.0,16201.0,
52,sat_ACG_5p0_d,2357.0,5405.0,6717.0,
53,sat_ACG_5p0,6231.0,12413.0,14893.0,
54,sat_ACG_5p0_p,7706.0,14907.0,14266.0,
55,sat_ACG_5p1_d,2190.0,7377.0,6906.0,
56,sat_ACG_5p1,7184.0,13198.0,15391.0,
57,sat_ACG_5p1_p,8550.0,14557.0,19700.0,
58,sat_01_d,564.0,1025.0,1693.0,
59,sat_01,1352.0,2605.0,3275.0,
60,sat_01_p,1219.0,2104.0,3410.0,
61,sat_27_d,975.0,1082.0,1585.0,
62,sat_27,3469.0,4741.0,6049.0,
63,sat_27_p,3580.0,5505.0,5629.0,
64,sat_enc1_opt1_05_d,2745.0,3792.0,5405.0,
65,sat_enc1_opt1_05,4499.0,6760.0,8360.0,
66,sat_enc1_opt1_05_p,6552.0,10341.0,11463.0,
67,sat_enc1_opt1_10_d,1892.0,2332.0,3334.0,
68,sat_enc1_opt1_10,3773.0,5808.0,6827.0,
69,sat_enc1_opt1_10_p,6273.0,9197.0,10262.0,
70,sat_enc1_opt1_15_d,2689.0,3622.0,5060.0,
71,sat_enc1_opt1_15,4427.0,6832.0,8099.0,
72,sat_enc1_opt1_15_p,6943.0,10490.0,11321.0,
73,sat_enc1_opt2_4_d,981.0,1348.0,2536.0,
74,sat_enc1_opt2_4,357.0,774.0,978.0,
75,sat_enc1_opt2_4_p,600.0,1005.0,1446.0,
76,sat_enc1_opt2_12_d,501.0,1035.0,1006.0,
77,sat_enc1_opt2_12,382.0,729.0,817.0,
78,sat_enc1_opt2_12_p,889.0,1105.0,1731.0,
79,sat_enc1_opt2_16_d,428.0,981.0,971.0,
80,sat_enc1_opt2_16,424.0,801.0,770.0,
81,sat_enc1_opt2_16_p,706.0,1181.0,1741.0,
82,sat_enc2_opt1_05_d,2170.0,3741.0,4468.0,
83,sat_enc2_opt1_05,2561.0,5379.0,5849.0,
84,sat_enc2_opt1_05_p,3304.0,6134.0,7557.0,
85,sat_enc2_opt1_15_d,2301.0,2871.0,4760.0,
86,sat_enc2_opt1_15,2376.0,4355.0,4998.0,
87,sat_enc2_opt1_15_p,3062.0,6802.0,7458.0,
88,sat_enc3_opt1_50_d,6873.0,17096.0,25908.0,
89,sat_enc3_opt1_50,20972.0,13554.0,27642.0,
90,sat_enc3_opt1_50_p,50787.0,94382.0,106454.0,
91,sat_enc3_opt2_21_d,8217.0,19610.0,17121.0,
92,sat_enc3_opt2_21,908.0,2684.0,6226.0,
93,sat_enc3_opt2_21_p,24338.0,31952.0,57318.0,
94,sat_enc3_opt2_12_d,5139.0,12800.0,20898.0,
95,sat_enc3_opt2_12,1425.0,4409.0,4806.0,
96,sat_enc3_opt2_12_p,35695.0,28090.0,36572.0,
97,sat_enc3_opt2_14_d,5156.0,14576.0,19377.0,
98,sat_enc3_opt2_14,1884.0,7393.0,7469.0,
99,sat_enc3_opt2_14_p,12718.0,20810.0,23220.0,
100,sat_blocks_d,4110.0,7508.0,17801.0,
101,sat_blocks,19987.0,43348.0,51139.0,
102,sat_blocks_p,21169.0,73094.0,71747.0,
103,sat_bob-opt_d,142.0,1259.0,1136.0,
104,sat_bob-opt,334.0,1803.0,2312.0,
105,sat_bob-opt_p,558.0,1624.0,3074.0,
106,sat_bob_d,1070.0,1665.0,2025.0,
107,sat_bob,2719.0,3787.0,5225.0,
108,sat_bob_p,3098.0,4929.0,5363.0,
109,sat_c10_d,2457.0,5382.0,5574.0,
110,sat_c10,9756.0,14372.0,27563.0,
111,sat_c10_p,20686.0,21820.0,29584.0,
112,sat_count_d,175.0,317.0,689.0,
113,sat_count,1131.0,1012.0,2245.0,
114,sat_count_p,1231.0,2234.0,2229.0,
115,sat_ctl_d,1596.0,1080.0,4502.0,
116,sat_ctl,141.0,605.0,2947.0,
117,sat_ctl_p,170.0,248.0,16083.0,
118,sat_ctl_5_d,3694.0,7385.0,7526.0,
119,sat_ctl_5,5096.0,14165.0,11505.0,
120,sat_ctl_5_p,6075.0,14200.0,15012.0,
121,sat_dated_11_d,3526.0,7779.0,8222.0,
122,sat_dated_11,11485.0,17421.0,18862.0,
123,sat_dated_11_p,16534.0,22190.0,25899.0,
124,sat_dated_17_d,7233.0,11045.0,14555.0,
125,sat_dated_17,20591.0,26288.0,29654.0,
126,sat_dated_17_p,27142.0,32739.0,41391.0,
127,sat_E02F20_d,1494.0,2030.0,2368.0,
128,sat_E02F20,190.0,5073.0,9403.0,
129,sat_E02F20_p,550.0,7018.0,12695.0,
130,sat_E02F22_d,1863.0,2864.0,3160.0,
131,sat_E02F22,231.0,6956.0,14437.0,
132,sat_E02F22_p,416.0,14636.0,18557.0,
133,sat_gss-18_d,547.0,646.0,993.0,
134,sat_gss-18,2155.0,3286.0,3479.0,
135,sat_gss-18_p,3051.0,4744.0,5337.0,
136,sat_gss-19_d,601.0,810.0,1073.0,
137,sat_gss-19,1959.0,3130.0,3956.0,
138,sat_gss-19_p,2221.0,3185.0,4061.0,
139,sat_gss-20_d,548.0,802.0,978.0,
140,sat_gss-20,1787.0,3100.0,3980.0,
141,sat_gss-20_p,2083.0,3384.0,3453.0,
142,sat_gss-22_d,495.0,755.0,753.0,
143,sat_gss-22,1883.0,2891.0,3982.0,
144,sat_gss-22_p,2284.0,3600.0,3843.0,
145,sat_k45_d,183.0,945.0,1094.0,
146,sat_k45,356.0,1052.0,1508.0,
147,sat_k45_p,1036.0,1778.0,1789.0,
148,sat_itox_d,2247.0,2217.0,2738.0,
149,sat_itox,1812.0,4178.0,6292.0,
150,sat_itox_p,254.0,10597.0,2831.0,
151,sat_k2fix_d,5835.0,10642.0,15553.0,
152,sat_k2fix,0.0,40.0,197.0,
153,sat_k2fix_p,1665.0,3941.0,8398.0,
154,sat_manol_c10_i_d,3188.0,7028.0,6923.0,
155,sat_manol_c10_i,18083.0,19191.0,38875.0,
156,sat_manol_c10_i_p,15886.0,20963.0,23656.0,
157,sat_manol_c10_d,12947.0,10989.0,20809.0,
158,sat_manol_c10,23628.0,51400.0,52297.0,
159,sat_manol_c10_p,18723.0,30595.0,37810.0,
160,sat_manol_c8_d,5203.0,8054.0,11666.0,
161,sat_manol_c8,19702.0,29123.0,37283.0,
162,sat_manol_c8_p,14247.0,23696.0,32742.0,
163,sat_manol_g10_i_d,4467.0,7994.0,9522.0,
164,sat_manol_g10_i,14647.0,18216.0,23140.0,
165,sat_manol_g10_i_p,15003.0,20816.0,29577.0,
166,sat_MD5-28-1_d,1200.0,2059.0,2436.0,
167,sat_MD5-28-1,4322.0,7832.0,9228.0,
168,sat_MD5-28-1_p,5009.0,7693.0,9760.0,
169,sat_MD5-28-2_d,1274.0,1945.0,2562.0,
170,sat_MD5-28-2,4843.0,8296.0,9670.0,
171,sat_MD5-28-2_p,4335.0,7993.0,10188.0,
172,sat_MD5-28-4_d,1192.0,2129.0,2447.0,
173,sat_MD5-28-4,4938.0,8086.0,9919.0,
174,sat_MD5-28-4_p,4584.0,7468.0,9877.0,
175,sat_MD5-29-4_d,1333.0,2112.0,2713.0,
176,sat_MD5-29-4,5236.0,8985.0,10731.0,
177,sat_MD5-29-4_p,4908.0,8637.0,10272.0,
178,sat_MD5-30-4_d,1286.0,2186.0,2640.0,
179,sat_MD5-30-4,5729.0,8975.0,11145.0,
180,sat_MD5-30-4_p,5269.0,8263.0,11478.0,
181,sat_MD5-30-5_d,1368.0,2462.0,2579.0,
182,sat_MD5-30-5,5562.0,9757.0,11724.0,
183,sat_MD5-30-5_p,4647.0,8984.0,10374.0,
184,sat_min_d,2450.0,9103.0,12342.0,
185,sat_min,4353.0,30339.0,40226.0,
186,sat_min_p,3444.0,39994.0,49670.0,
187,sat_p30_d,3934.0,6396.0,9266.0,
188,sat_p30,9572.0,19210.0,21837.0,
189,sat_p30_p,19608.0,24587.0,36570.0,
190,sat_p30_NOT_d,3322.0,6301.0,6740.0,
191,sat_p30_NOT,4970.0,11027.0,12501.0,
192,sat_p30_NOT_p,8724.0,17046.0,17910.0,
193,sat_non_p30_d,3934.0,6396.0,9266.0,
194,sat_non_p30,9572.0,19210.0,21837.0,
195,sat_non_p30_p,19608.0,24587.0,36570.0,
196,sat_post_d,3118.0,2985.0,5721.0,
197,sat_post,6388.0,3511.0,8138.0,
198,sat_post_p,1983.0,7849.0,10492.0,
199,sat_post-ee_d,1129.0,5256.0,3035.0,
200,sat_post-ee,4820.0,4577.0,6462.0,
201,sat_post-ee_p,3935.0,6370.0,11919.0,
202,sat_L100_d,34018.0,52574.0,66747.0,
203,sat_L100,73400.0,98950.0,168255.0,
204,sat_L100_p,76911.0,162373.0,181528.0,
205,sat_L150_d,51562.0,82563.0,96734.0,
206,sat_L150,121874.0,222885.0,291730.0,
207,sat_L150_p,148523.0,281789.0,352429.0,
208,sat_L200_d,72996.0,125713.0,152427.0,
209,sat_L200,231057.0,308544.0,400511.0,
210,sat_L200_p,164349.0,299656.0,453840.0,
211,sat_L80_d,32187.0,57580.0,55616.0,
212,sat_L80,87411.0,99168.0,175580.0,
213,sat_L80_p,61474.0,124833.0,143099.0,
214,sat_k100_1d,1419.0,2820.0,4401.0,
215,sat_k100_1,5508.0,9473.0,9991.0,
216,sat_k100_1p,4462.0,7515.0,17414.0,
217,sat_k100_2d,725.0,3241.0,4004.0,
218,sat_k100_2,4987.0,8011.0,9722.0,
219,sat_k100_2p,4801.0,6662.0,6606.0,
220,sat_k70_d,753.0,2327.0,4711.0,
221,sat_k70,5316.0,9738.0,13687.0,
222,sat_k70_p,2897.0,11888.0,11059.0,
223,sat_k75_d,1289.0,2166.0,3119.0,
224,sat_k75,2013.0,6658.0,8054.0,
225,sat_k75_p,2693.0,5202.0,15216.0,
226,sat_k80_d,736.0,3923.0,2581.0,
227,sat_k80,5041.0,7576.0,13476.0,
228,sat_k80_p,10855.0,11627.0,16341.0,
229,sat_k85_2d,2063.0,3860.0,4190.0,
230,sat_k85_2,5024.0,4844.0,13802.0,
231,sat_k85_2p,3014.0,9046.0,11013.0,
232,sat_k85_3d,2063.0,3860.0,4190.0,
233,sat_k85_3,5024.0,4844.0,13802.0,
234,sat_k85_3p,3014.0,9046.0,11013.0,
235,sat_k90_d,1416.0,4517.0,3904.0,
236,sat_k90,1548.0,3739.0,15431.0,
237,sat_k90_p,4381.0,4449.0,10069.0,
238,sat_k95_d,901.0,2994.0,4915.0,
239,sat_k95,6761.0,10679.0,15333.0,
240,sat_k95_p,6595.0,9634.0,15663.0,
241,sat_slp_d,3298.0,6439.0,10169.0,
242,sat_slp,5464.0,10630.0,23264.0,
243,sat_slp_p,7494.0,11827.0,21536.0,
244,sat_030_d,5362.0,16678.0,20629.0,
245,sat_030,14025.0,27727.0,46071.0,
246,sat_030_p,15606.0,62038.0,48922.0,
247,sat_050_d,5304.0,16054.0,17713.0,
248,sat_050,13197.0,53825.0,55293.0,
249,sat_050_p,73396.0,78879.0,110509.0,
250,sat_UCG-10p0_d,2102.0,4447.0,6132.0,
251,sat_UCG-10p0,18806.0,28068.0,27988.0,
252,sat_UCG-10p0_p,21320.0,28981.0,36278.0,
253,sat_UCG-10p1_d,1880.0,6905.0,7129.0,
254,sat_UCG-10p1,14758.0,17971.0,25610.0,
255,sat_UCG-10p1_p,20753.0,27633.0,33915.0,
256,sat_UCG-5p0_d,3393.0,7402.0,8804.0,
257,sat_UCG-5p0,19662.0,27775.0,30402.0,
258,sat_UCG-5p0_p,22674.0,36088.0,40154.0,
259,sat_UR-15_d,3472.0,6472.0,9004.0,
260,sat_UR-15,17086.0,27978.0,31493.0,
261,sat_UR-15_p,24572.0,30346.0,40079.0,
262,sat_UR-20_d,4494.0,9252.0,12704.0,
263,sat_UR-20,19853.0,30947.0,30737.0,
264,sat_UR-20_p,27153.0,32669.0,41398.0,
265,sat_UTI_d,531.0,1770.0,1383.0,
266,sat_UTI,2429.0,5711.0,7619.0,
267,sat_UTI_p,5909.0,7133.0,9780.0,
268,sat_2.0_d,27639.0,33091.0,43808.0,
269,sat_2.0,81775.0,279655.0,322033.0,
270,sat_2.0_p,127981.0,346305.0,343954.0,
271,sat_4.0-9_d,13801.0,26287.0,49314.0,
272,sat_4.0-9,102235.0,214661.0,201494.0,
273,sat_4.0-9_p,145455.0,264992.0,387182.0,
274,192bit,12787.0,20011.0,25673.0,
275,2cubes,4210.0,11180.0,16267.0,
276,2D,2328.0,3629.0,3787.0,
277,3D,29313.0,58450.0,80138.0,
278,ABACUS,328.0,791.0,1069.0,
279,af23560,1018.0,2744.0,3254.0,
280,af_shell,4065.0,6550.0,8445.0,
281,airfoil,715.0,671.0,1418.0,
282,Andrews,7332.0,11897.0,14143.0,
283,appu,13983.0,27984.0,41943.0,
284,as-22,1257.0,1910.0,2766.0,
285,astro,4174.0,8817.0,11735.0,
286,atmos,54467.0,80436.0,74990.0,
287,av41092,4696.0,6062.0,7924.0,
288,barrier,11113.0,18206.0,22757.0,
289,Baumann,2909.0,7783.0,9459.0,
290,bayer04,127.0,209.0,263.0,
291,bbmat,2088.0,4485.0,5022.0,
292,bcsstk,754.0,1150.0,2546.0,
293,Ben,2796.0,6984.0,8052.0,
294,bibd,1003.0,1825.0,2596.0,
295,bips,294.0,338.0,542.0,
296,bloweya,6590.0,9679.0,10605.0,
297,bundle,3677.0,4379.0,6011.0,
298,c-55,7101.0,12468.0,14580.0,
299,c-61,5959.0,7075.0,10147.0,
300,c-64,4547.0,6558.0,15961.0,
301,CondMat,5157.0,10105.0,12714.0,
302,cage10,2491.0,5405.0,6838.0,
303,ccc,621.0,6084.0,8095.0,
304,cfd,3370.0,6330.0,7674.0,
305,Chem97Zt,61.0,41.0,63.0,
306,circuit,1958.0,2902.0,3632.0,
307,ckt,186.0,623.0,987.0,
308,cnr,57.0,431.0,438.0,
309,conf5_4,0.0,9987.0,16110.0,
310,copter,1156.0,2770.0,3899.0,
311,coupled,2549.0,3549.0,5410.0,
312,crash,4284.0,13626.0,8210.0,
313,cryg,822.0,453.0,1082.0,
314,crystk,2460.0,3999.0,6141.0,
315,d_pretok,3789.0,8974.0,9012.0,
316,dac11,2541.0,4622.0,8995.0,
317,dac14,23141.0,29506.0,32047.0,
318,dac16,18496.0,20658.0,25006.0,
319,dac2,8961.0,17154.0,19892.0,
320,dac3,6381.0,12783.0,18732.0,
321,dac6,15202.0,19081.0,23194.0,
322,dac7,2665.0,5407.0,12140.0,
323,delta,1210.0,3914.0,6934.0,
324,denormal,1272.0,2874.0,3499.0,
325,dict,0.0,962.0,3192.0,
326,diel,20368.0,12130.0,35472.0,
327,cova2,1217.0,2735.0,4194.0,
328,ecl32,2045.0,5609.0,5875.0,
329,Emilia,33303.0,61950.0,88569.0,
330,epb1,340.0,638.0,1109.0,
331,ESOC,171727.0,293318.0,398410.0,
332,Eternity,6814.0,11852.0,18541.0,
333,ex19,0.0,243.0,360.0,
334,F2,5954.0,4326.0,14843.0,
335,fd18,772.0,1020.0,1165.0,
336,fem,5771.0,8058.0,13735.0,
337,finan,156.0,508.0,708.0,
338,flower,5586.0,9687.0,13902.0,
339,foldoc,7311.0,13345.0,17106.0,
340,Franz,25297.0,49044.0,57412.0,
341,G2,3500.0,3467.0,5732.0,
342,g7jac,1387.0,2124.0,2315.0,
343,garon,818.0,1298.0,1809.0,
344,gearbox,2803.0,4481.0,8846.0,
345,gemat,756.0,878.0,990.0,
346,graphics,585.0,1032.0,1704.0,
347,gyro,321.0,426.0,1032.0,
348,H2O,15029.0,27286.0,44506.0,
349,HEP,4704.0,11993.0,15298.0,
350,HTC,1983.0,8542.0,16291.0,
351,hvdc1,113.0,285.0,477.0,
352,IG5,3158.0,4021.0,21532.0,
353,Ill,1622.0,2935.0,3454.0,
354,interp,5050.0,5074.0,6683.0,
355,IMDB,28488.0,73677.0,71961.0,
356,ibm01,346.0,596.0,859.0,
357,ibm02,1122.0,1396.0,1956.0,
358,ibm03,1568.0,2630.0,3270.0,
359,ibm04,755.0,1851.0,3010.0,
360,ibm05,2702.0,5738.0,7148.0,
361,ibm06,1758.0,3699.0,4146.0,
362,ibm07,1942.0,3065.0,4006.0,
363,ibm08,2236.0,4961.0,5187.0,
364,ibm09,1136.0,2101.0,3740.0,
365,ibm10,2620.0,2847.0,5023.0,
366,ibm11,1447.0,2917.0,4866.0,
367,ibm12,4367.0,4553.0,6998.0,
368,ibm13,1860.0,2927.0,3324.0,
369,ibm14,3099.0,5757.0,7204.0,
370,ibm15,3981.0,10255.0,8365.0,
371,ibm16,5512.0,6246.0,8746.0,
372,kim1,1599.0,2836.0,4582.0,
373,kkt,19852.0,32810.0,58133.0,
374,duct3D,6182.0,8212.0,13624.0,
375,lhr14,174.0,570.0,485.0,
376,li,4418.0,7864.0,13344.0,
377,tissue,2048.0,1320.0,2876.0,
378,Lin,23462.0,27688.0,37088.0,
379,lp_nug,12825.0,24958.0,33175.0,
380,lp_pds,2454.0,4230.0,5305.0,
381,lung,54.0,93.0,108.0,
382,m14b,4688.0,9346.0,12895.0,
383,mac,777.0,1442.0,1723.0,
384,Maragal,2743.0,4911.0,6334.0,
385,mc2depi,3150.0,11084.0,8877.0,
386,mixtank,4606.0,12718.0,13532.0,
387,mono,11911.0,18382.0,33099.0,
388,mri1,708.0,1194.0,1807.0,
389,msc,2151.0,4143.0,5817.0,
390,msdoor,2324.0,4837.0,7742.0,
391,mult_dcop,15056.0,24907.0,29215.0,
392,nasasrb,1050.0,2622.0,3232.0,
393,nd12k,14193.0,29776.0,38449.0,
394,net100,17473.0,35190.0,47405.0,
395,nopoly,102.0,164.0,282.0,
396,actors,12372.0,26511.0,28113.0,
397,www,13.0,1160.0,732.0,
398,obstclae,1980.0,2234.0,2473.0,
399,olafu,1029.0,2164.0,2601.0,
400,opt1,2743.0,6416.0,7180.0,
401,Oregon,713.0,1223.0,1520.0,
402,p2p,3767.0,6925.0,9286.0,
403,para,12158.0,18113.0,28703.0,
404,parabolic,1333.0,5953.0,5052.0,
405,Pd,0.0,0.0,0.0,
406,pdb,2940.0,5795.0,6977.0,
407,pds,1840.0,6160.0,8483.0,
408,pesa,186.0,417.0,471.0,
409,PGP,744.0,921.0,1604.0,
410,pkustk,3918.0,7746.0,11862.0,
411,poisson3D,5487.0,14512.0,17453.0,
412,poli3,170.0,292.0,525.0,
413,powersim,92.0,164.0,296.0,
414,pre2,10869.0,20926.0,34750.0,
415,Pres,1056.0,1560.0,2228.0,
416,psse2,530.0,374.0,624.0,
417,qa8fk,968.0,5360.0,8922.0,
418,rajat,40.0,364.0,327.0,
419,Reuters,5794.0,10164.0,14296.0,
420,RFdevice,2158.0,6104.0,5093.0,
421,rgg,1584.0,2525.0,3422.0,
422,rim,544.0,853.0,1509.0,
423,rma,1190.0,1361.0,3073.0,
424,Rucci,58850.0,77658.0,102120.0,
425,s4dkt,5430.0,4560.0,7902.0,
426,scfxm,1105.0,1566.0,1867.0,
427,scircuit,213.0,463.0,879.0,
428,shallow,794.0,1753.0,2583.0,
429,sherman,7288.0,10222.0,15688.0,
430,ship,3120.0,2772.0,7518.0,
431,shock,274.0,1033.0,1100.0,
432,shyy,350.0,330.0,2761.0,
433,skirt,60.0,190.0,110.0,
434,sme3D,5001.0,4536.0,10995.0,
435,soc-sign,1465.0,11124.0,12296.0,
436,sparsine,20615.0,43836.0,58937.0,
437,spmsrtls,1222.0,1688.0,2510.0,
438,std1_Jac3,5132.0,7070.0,10393.0,
439,stokes,1306.0,3554.0,3115.0,
440,ted_A,324.0,979.0,986.0,
441,TF16,5456.0,12111.0,17651.0,
442,thermal,458.0,613.0,1215.0,
443,therm,338.0,1004.0,1483.0,
444,tmt,2430.0,9643.0,7084.0,
445,tomogra,3946.0,9259.0,9532.0,
446,torso,9549.0,16370.0,20195.0,
447,Trec,3126.0,0.0,0.0,
448,Trefe,17867.0,36640.0,48429.0,
449,TSOPF,14565.0,17207.0,27709.0,
450,us04,150.0,292.0,440.0,
451,usroads,220.0,433.0,553.0,
452,venkat,1008.0,1816.0,2160.0,
453,vibro,3914.0,8158.0,9798.0,
454,plastic,1763.0,4111.0,5156.0,
455,rocks,624.0,2476.0,3074.0,
456,wave3D,329.0,1125.0,1901.0,
457,wathen120,666.0,1401.0,2762.0,
458,water,4883.0,8074.0,11115.0,
459,wang4,2637.0,3410.0,5731.0,
460,xenon,4456.0,8532.0,11910.0,
461,Zhao,1858.0,2031.0,3271.0,
462,G67,463.0,482.0,907.0,
463,af101,7555.0,12435.0,14710.0,
464,eco1,12769.0,12698.0,20947.0,
465,ibm18,4277.0,6897.0,7223.0,
466,ibm17,3130.0,9149.0,9404.0,
467,web1M,624.0,3640.0,3137.0,
468,nl120,163619.0,226180.0,331965.0,
469,sat_p,409205.0,1783509.0,1839060.0,
470,wbedu,14097.0,88573.0,84376.0,
471,Stanf,420.0,313.0,1117.0,
472,gene2,13538.0,25111.0,40135.0,
473,Hamr3,5870.0,7677.0,16363.0,
474,StocF,7992.0,53204.0,18299.0,
475,lang,35816.0,50636.0,56578.0,
476,kron,23448.0,46679.0,64475.0,
477,case39,21585.0,29355.0,41702.0,
478,dac9,5174.0,7348.0,10107.0,
479,dac12,15286.0,26113.0,21385.0,
480,dac19,3273.0,10874.0,12304.0,
481,tran4,70442.0,102461.0,132651.0,
482,Cheb4,16457.0,18107.0,22149.0,
483,sat_d,116709.0,82573.0,194930.0,
484,HV15R,156657.0,193002.0,316456.0,
485,gupta2,18906.0,39964.0,57607.0,
486,ASIC,346057.0,610304.0,644195.0,
487,ASIC320k,193362.0,336301.0,388631.0,
488,wiki-Talk,15309.0,20358.0,31438.0,
489,com-Youtube,86986.0,158782.0,225188.0,
490,Freescal,4687.0,5962.0,7340.0,
491,roadNet-CA,1531.0,2319.0,2219.0,
492,delaunay23,9679.0,17704.0,21458.0,
493,coPapersDBLP,220407.0,386690.0,566546.0,
494,dc1,70442.0,102461.0,132651.0,
495,channel,58621.0,166105.0,142254.0,
496,as-Skitter,224486.0,394344.0,467563.0,
497,ASIC_100k,50699.0,84464.0,105272.0,
498,dc2,70442.0,102461.0,132651.0,
499,tran5,70442.0,102461.0,132651.0,
