id,dataset,k=2,k=3,k=4,
465,ibm18,0.013044,0.0328124,0.0436441,
466,ibm17,0.0174079,0.034378,0.0453746,
467,web1M,0.0384378,0.0633422,0.0898446,
468,nl120,0.0898446,0.0898446,0.0898446,
469,sat_p,0.0898446,0.0898446,0.0898446,
470,wbedu,0.0898446,0.0898446,0.0898446,
471,Stanf,0.0431934,0.0898201,0.100415,
472,gene2,0.0285796,0.0535211,0.0571527,
473,Hamr3,0.0386017,0.074202,0.114407,
474,StocF,0.0656532,0.156467,0.155871,
475,lang,0.11886,0.550738,0.1954,
476,kron,0.0900562,0.123447,0.185913,
477,case39,0.0239562,0.024018,0.0393356,
478,dac9,0.0570856,0.10038,0.121131,
479,dac12,0.0866618,0.139435,0.18653,
480,dac19,0.0551321,0.0680233,0.100116,
481,tran4,0.0234058,0.150462,0.263545,
482,Cheb4,0.0205382,0.0261805,0.0341504,
483,sat_d,0.364681,0.364681,1.31508,
484,HV15R,1.31508,1.31508,1.31508,
485,gupta2,0.0272945,0.0575576,0.0573339,
486,ASIC,0.519045,0.339652,1.78322,
487,ASIC320k,0.142864,0.36308,0.641887,
488,wiki-Talk,0.206235,2.51749,5.6349,
489,com-Youtube,0.695919,1.42272,3.59582,
490,Freescal,0.0572764,0.111659,0.173326,
491,roadNet-CA,0.0366783,0.07524,0.127966,
492,delaunay23,0.185365,0.185365,0.185365,
493,coPapersDBLP,0.0944111,0.113331,0.404217,
494,dc1,0.0230076,0.150112,0.263128,
495,channel,0.263128,0.263128,0.263128,
496,as-Skitter,0.577126,1.10502,0.775616,
497,ASIC_100k,0.0605821,0.0949536,0.200724,
498,dc2,0.0216809,0.15015,0.260329,
499,tran5,0.0219557,0.150152,0.260854,
