id,dataset,k=2,k=3,k=4,
57,sat_ACG_5p1_p,0.493,0.474,0.479,
58,sat_01_d,0.057,0.063,0.066,
59,sat_01,0.067,0.081,0.080,
60,sat_01_p,0.047,0.056,0.066,
61,sat_27_d,0.048,0.060,0.059,
62,sat_27,0.069,0.084,0.090,
63,sat_27_p,0.060,0.066,0.073,
64,sat_enc1_opt1_05_d,0.289,0.355,0.350,
65,sat_enc1_opt1_05,0.250,0.234,0.247,
66,sat_enc1_opt1_05_p,0.186,0.205,0.220,
67,sat_enc1_opt1_10_d,0.203,0.217,0.210,
68,sat_enc1_opt1_10,0.183,0.178,0.167,
69,sat_enc1_opt1_10_p,0.139,0.156,0.153,
70,sat_enc1_opt1_15_d,0.336,0.374,0.368,
71,sat_enc1_opt1_15,0.228,0.251,0.249,
72,sat_enc1_opt1_15_p,0.206,0.226,0.228,
73,sat_enc1_opt2_4_d,0.256,0.280,0.334,
74,sat_enc1_opt2_4,0.144,0.146,0.150,
75,sat_enc1_opt2_4_p,0.130,0.149,0.157,
76,sat_enc1_opt2_12_d,0.145,0.179,0.168,
77,sat_enc1_opt2_12,0.088,0.102,0.098,
78,sat_enc1_opt2_12_p,0.086,0.101,0.115,
79,sat_enc1_opt2_16_d,0.145,0.164,0.163,
80,sat_enc1_opt2_16,0.107,0.107,0.103,
81,sat_enc1_opt2_16_p,0.094,0.100,0.104,
82,sat_enc2_opt1_05_d,0.300,0.332,0.342,
83,sat_enc2_opt1_05,0.244,0.234,0.227,
84,sat_enc2_opt1_05_p,0.193,0.200,0.213,
85,sat_enc2_opt1_15_d,0.325,0.353,0.361,
86,sat_enc2_opt1_15,0.252,0.229,0.241,
87,sat_enc2_opt1_15_p,0.208,0.230,0.205,
88,sat_enc3_opt1_50_d,2.994,2.952,3.006,
89,sat_enc3_opt1_50,2.324,2.338,2.331,
90,sat_enc3_opt1_50_p,1.577,1.613,1.605,
91,sat_enc3_opt2_21_d,2.721,2.737,2.700,
92,sat_enc3_opt2_21,2.166,2.153,2.172,
93,sat_enc3_opt2_21_p,1.502,1.515,1.509,
94,sat_enc3_opt2_12_d,2.241,2.275,2.277,
95,sat_enc3_opt2_12,1.769,1.792,1.797,
96,sat_enc3_opt2_12_p,1.223,1.213,1.219,
97,sat_enc3_opt2_14_d,2.254,2.281,2.277,
98,sat_enc3_opt2_14,1.804,1.822,1.813,
99,sat_enc3_opt2_14_p,1.273,1.251,1.222,
100,sat_blocks_d,3.470,3.499,3.577,
101,sat_blocks,1.944,2.008,2.052,
102,sat_blocks_p,1.614,1.634,1.709,
103,sat_bob-opt_d,0.165,0.163,0.178,
104,sat_bob-opt,0.180,0.235,0.258,
105,sat_bob-opt_p,0.135,0.160,0.172,
106,sat_bob_d,0.095,0.109,0.113,
107,sat_bob,0.140,0.172,0.169,
108,sat_bob_p,0.095,0.115,0.111,
109,sat_c10_d,0.280,0.312,0.301,
110,sat_c10,0.353,0.391,0.426,
111,sat_c10_p,0.248,0.321,0.322,
112,sat_count_d,0.109,0.078,0.077,
113,sat_count,0.083,0.095,0.101,
114,sat_count_p,0.068,0.080,0.085,
115,sat_ctl_d,0.111,0.134,0.142,
116,sat_ctl,0.083,0.098,0.112,
117,sat_ctl_p,0.084,0.113,0.148,
118,sat_ctl_5_d,0.172,0.215,0.221,
119,sat_ctl_5,0.151,0.222,0.228,
120,sat_ctl_5_p,0.120,0.162,0.162,
121,sat_dated_11_d,0.306,0.328,0.323,
122,sat_dated_11,0.326,0.332,0.321,
123,sat_dated_11_p,0.272,0.285,0.279,
124,sat_dated_17_d,0.431,0.482,0.463,
125,sat_dated_17,0.450,0.474,0.497,
126,sat_dated_17_p,0.374,0.394,0.398,
127,sat_E02F20_d,1.652,2.344,2.259,
128,sat_E02F20,0.216,0.250,0.284,
129,sat_E02F20_p,0.204,0.410,0.721,
130,sat_E02F22_d,8.636,12.291,11.356,
131,sat_E02F22,0.506,0.560,0.631,
132,sat_E02F22_p,0.451,0.630,1.498,
133,sat_gss-18_d,0.098,0.110,0.110,
134,sat_gss-18,0.125,0.139,0.146,
135,sat_gss-18_p,0.096,0.097,0.099,
136,sat_gss-19_d,0.107,0.102,0.109,
137,sat_gss-19,0.127,0.155,0.166,
138,sat_gss-19_p,0.085,0.094,0.099,
139,sat_gss-20_d,0.098,0.113,0.114,
140,sat_gss-20,0.145,0.154,0.147,
141,sat_gss-20_p,0.090,0.100,0.097,
142,sat_gss-22_d,0.101,0.109,0.104,
143,sat_gss-22,0.129,0.155,0.149,
144,sat_gss-22_p,0.088,0.103,0.096,
145,sat_k45_d,0.303,0.334,0.319,
146,sat_k45,0.333,0.330,0.350,
147,sat_k45_p,0.243,0.250,0.255,
148,sat_itox_d,0.266,0.264,0.292,
149,sat_itox,0.329,0.363,0.372,
150,sat_itox_p,0.227,0.250,0.255,
151,sat_k2fix_d,0.247,0.303,0.299,
152,sat_k2fix,0.104,0.109,0.105,
153,sat_k2fix_p,0.126,0.139,0.144,
154,sat_manol_c10_i_d,0.428,0.457,0.488,
155,sat_manol_c10_i,0.480,0.543,0.542,
156,sat_manol_c10_i_p,0.365,0.416,0.415,
157,sat_manol_c10_d,0.669,0.735,0.753,
158,sat_manol_c10,0.708,0.784,0.794,
159,sat_manol_c10_p,0.494,0.548,0.565,
160,sat_manol_c8_d,0.436,0.495,0.500,
161,sat_manol_c8,0.474,0.557,0.559,
162,sat_manol_c8_p,0.363,0.431,0.443,
163,sat_manol_g10_i_d,0.429,0.497,0.470,
164,sat_manol_g10_i,0.523,0.558,0.559,
165,sat_manol_g10_i_p,0.433,0.391,0.400,
166,sat_MD5-28-1_d,0.074,0.080,0.090,
167,sat_MD5-28-1,0.074,0.086,0.104,
168,sat_MD5-28-1_p,0.067,0.069,0.073,
169,sat_MD5-28-2_d,0.073,0.090,0.087,
170,sat_MD5-28-2,0.078,0.093,0.096,
171,sat_MD5-28-2_p,0.064,0.075,0.083,
172,sat_MD5-28-4_d,0.074,0.082,0.086,
173,sat_MD5-28-4,0.080,0.098,0.101,
174,sat_MD5-28-4_p,0.062,0.072,0.079,
175,sat_MD5-29-4_d,0.092,0.087,0.085,
176,sat_MD5-29-4,0.078,0.101,0.104,
177,sat_MD5-29-4_p,0.062,0.081,0.088,
178,sat_MD5-30-4_d,0.079,0.083,0.095,
179,sat_MD5-30-4,0.081,0.100,0.102,
180,sat_MD5-30-4_p,0.071,0.077,0.085,
181,sat_MD5-30-5_d,0.078,0.088,0.097,
182,sat_MD5-30-5,0.080,0.102,0.102,
183,sat_MD5-30-5_p,0.069,0.083,0.085,
184,sat_min_d,0.438,0.449,0.454,
185,sat_min,0.467,0.495,0.513,
186,sat_min_p,0.329,0.348,0.355,
187,sat_p30_d,0.658,0.660,0.713,
188,sat_p30,0.562,0.601,0.603,
189,sat_p30_p,0.459,0.478,0.498,
190,sat_p30_NOT_d,0.261,0.313,0.343,
191,sat_p30_NOT,0.249,0.291,0.283,
192,sat_p30_NOT_p,0.200,0.243,0.262,
193,sat_non_p30_d,0.653,0.701,0.712,
194,sat_non_p30,0.571,0.607,0.609,
195,sat_non_p30_p,0.426,0.462,0.504,
196,sat_post_d,0.727,0.719,0.733,
197,sat_post,0.559,0.558,0.552,
198,sat_post_p,0.418,0.422,0.409,
199,sat_post-ee_d,0.709,0.707,0.726,
200,sat_post-ee,0.526,0.550,0.532,
201,sat_post-ee_p,0.398,0.428,0.382,
202,sat_L100_d,0.977,1.103,1.071,
203,sat_L100,1.425,1.794,1.906,
204,sat_L100_p,1.033,1.209,1.247,
205,sat_L150_d,1.743,1.795,1.806,
206,sat_L150,1.973,2.333,2.440,
207,sat_L150_p,1.506,1.825,1.789,
208,sat_L200_d,2.462,2.604,2.617,
209,sat_L200,2.626,3.292,3.283,
210,sat_L200_p,2.148,2.813,2.640,
211,sat_L80_d,0.755,0.831,0.759,
212,sat_L80,1.118,1.392,1.408,
213,sat_L80_p,0.815,1.041,1.020,
214,sat_k100_1d,2.511,2.503,2.512,
215,sat_k100_1,2.309,2.259,2.261,
216,sat_k100_1p,1.565,1.512,1.523,
217,sat_k100_2d,2.500,2.462,2.508,
218,sat_k100_2,2.309,2.201,2.287,
219,sat_k100_2p,1.571,1.531,1.545,
220,sat_k70_d,1.779,1.757,1.739,
221,sat_k70,1.650,1.607,1.621,
222,sat_k70_p,1.124,1.149,1.123,
223,sat_k75_d,1.907,1.874,1.895,
224,sat_k75,1.738,1.730,1.708,
225,sat_k75_p,1.203,1.188,1.198,
226,sat_k80_d,2.006,2.021,2.019,
227,sat_k80,1.856,1.844,1.813,
228,sat_k80_p,1.284,1.219,1.256,
229,sat_k85_2d,2.151,2.105,2.076,
230,sat_k85_2,1.946,1.945,1.935,
231,sat_k85_2p,1.362,1.339,1.324,
232,sat_k85_3d,2.117,2.132,2.134,
233,sat_k85_3,1.979,1.980,1.944,
234,sat_k85_3p,1.326,1.350,1.329,
235,sat_k90_d,2.244,2.274,2.264,
236,sat_k90,2.062,2.049,1.995,
237,sat_k90_p,1.435,1.403,1.414,
238,sat_k95_d,2.376,2.354,2.384,
239,sat_k95,2.173,2.167,2.164,
240,sat_k95_p,1.463,1.449,1.459,
241,sat_slp_d,0.255,0.274,0.310,
242,sat_slp,0.253,0.294,0.341,
243,sat_slp_p,0.205,0.239,0.260,
244,sat_030_d,0.823,0.915,0.986,
245,sat_030,0.660,0.684,0.714,
246,sat_030_p,0.533,0.593,0.609,
247,sat_050_d,1.271,1.360,1.379,
248,sat_050,0.985,1.065,1.090,
249,sat_050_p,0.796,0.851,0.865,
250,sat_UCG-10p0_d,0.444,0.486,0.485,
251,sat_UCG-10p0,0.448,0.472,0.470,
252,sat_UCG-10p0_p,0.302,0.368,0.341,
253,sat_UCG-10p1_d,0.443,0.488,0.495,
254,sat_UCG-10p1,0.458,0.476,0.482,
255,sat_UCG-10p1_p,0.324,0.373,0.386,
256,sat_UCG-5p0_d,0.515,0.545,0.539,
257,sat_UCG-5p0,0.446,0.477,0.498,
258,sat_UCG-5p0_p,0.349,0.375,0.376,
259,sat_UR-15_d,0.474,0.490,0.486,
260,sat_UR-15,0.433,0.471,0.514,
261,sat_UR-15_p,0.355,0.377,0.408,
262,sat_UR-20_d,0.510,0.539,0.537,
263,sat_UR-20,0.436,0.476,0.488,
264,sat_UR-20_p,0.383,0.386,0.387,
265,sat_UTI_d,0.588,0.633,0.626,
266,sat_UTI,0.492,0.499,0.513,
267,sat_UTI_p,0.387,0.391,0.399,
268,sat_2.0_d,1.318,1.430,1.405,
269,sat_2.0,0.868,1.040,1.162,
270,sat_2.0_p,0.957,1.421,1.522,
271,sat_4.0-9_d,0.958,1.080,1.151,
272,sat_4.0-9,0.795,1.120,1.125,
273,sat_4.0-9_p,0.851,1.357,1.398,
274,192bit,0.123,0.172,0.156,
275,2cubes,0.163,0.196,0.211,
276,2D,0.083,0.092,0.101,
277,3D,0.392,0.473,0.515,
278,ABACUS,0.052,0.057,0.060,
279,af23560,0.053,0.065,0.069,
280,af_shell,0.358,0.365,0.372,
281,airfoil,0.039,0.050,0.058,
282,Andrews,0.238,0.359,0.393,
283,appu,0.745,0.815,0.829,
284,as-22,0.083,0.116,0.110,
285,astro,0.074,0.119,0.104,
286,atmos,0.919,0.965,0.981,
287,av41092,0.141,0.158,0.179,
288,barrier,0.177,0.214,0.224,
289,Baumann,0.175,0.192,0.183,
290,bayer04,0.052,0.058,0.061,
291,bbmat,0.090,0.117,0.128,
292,bcsstk,0.040,0.050,0.057,
293,Ben,0.299,0.304,0.325,
294,bibd,0.047,0.055,0.058,
295,bips,0.046,0.052,0.058,
296,bloweya,0.072,0.082,0.085,
297,bundle,0.062,0.066,0.075,
298,c-55,0.109,0.144,0.153,
299,c-61,0.105,0.128,0.127,
300,c-64,0.247,0.312,0.378,
301,CondMat,0.087,0.119,0.116,
302,cage10,0.080,0.119,0.116,
303,ccc,0.106,0.145,0.159,
304,cfd,0.115,0.150,0.184,
305,Chem97Zt,0.040,0.043,0.046,
306,circuit,0.074,0.096,0.111,
307,ckt,0.096,0.115,0.106,
308,cnr,0.346,0.358,0.395,
309,conf5_4,0.104,0.134,0.138,
310,copter,0.063,0.087,0.094,
311,coupled,0.067,0.088,0.089,
312,crash,0.160,0.179,0.181,
313,cryg,0.046,0.052,0.057,
314,crystk,0.060,0.076,0.077,
315,d_pretok,0.217,0.225,0.240,
316,dac11,0.697,0.724,0.751,
317,dac14,0.546,0.563,0.571,
318,dac16,0.578,0.601,0.617,
319,dac2,0.750,0.829,0.845,
320,dac3,0.712,0.801,0.810,
321,dac6,0.746,0.795,0.830,
322,dac7,0.995,1.080,1.100,
323,delta,0.082,0.121,0.128,
324,denormal,0.109,0.126,0.120,
325,dict,0.102,0.133,0.120,
326,diel,0.634,0.662,0.685,
327,cova2,0.100,0.114,0.119,
328,ecl32,0.114,0.128,0.148,
329,Emilia,0.873,0.906,0.936,
330,epb1,0.041,0.053,0.050,
331,ESOC,0.950,1.837,1.502,
332,Eternity,0.277,0.338,0.356,
333,ex19,0.037,0.052,0.048,
334,F2,0.185,0.242,0.216,
335,fd18,0.052,0.060,0.062,
336,fem,0.195,0.220,0.233,
337,finan,0.097,0.130,0.137,
338,flower,0.139,0.176,0.188,
339,foldoc,0.103,0.095,0.101,
340,Franz,0.322,0.290,0.395,
341,G2,0.200,0.211,0.211,
342,g7jac,0.048,0.065,0.065,
343,garon,0.037,0.051,0.057,
344,gearbox,0.241,0.251,0.259,
345,gemat,0.036,0.041,0.048,
346,graphics,0.046,0.054,0.054,
347,gyro,0.059,0.070,0.077,
348,H2O,0.445,0.744,0.715,
349,HEP,0.124,0.229,0.220,
350,HTC,0.330,0.347,0.352,
351,hvdc1,0.050,0.057,0.066,
352,IG5,0.271,0.631,0.696,
353,Ill,0.056,0.073,0.077,
354,interp,0.161,0.158,0.170,
355,IMDB,1.495,1.997,2.029,
356,ibm01,0.050,0.068,0.069,
357,ibm02,0.076,0.095,0.099,
358,ibm03,0.078,0.097,0.098,
359,ibm04,0.084,0.108,0.114,
360,ibm05,0.094,0.122,0.130,
361,ibm06,0.099,0.114,0.122,
362,ibm07,0.120,0.153,0.164,
363,ibm08,0.119,0.154,0.173,
364,ibm09,0.114,0.146,0.146,
365,ibm10,0.156,0.167,0.186,
366,ibm11,0.149,0.179,0.186,
367,ibm12,0.160,0.210,0.211,
368,ibm13,0.157,0.200,0.203,
369,ibm14,0.249,0.288,0.300,
370,ibm15,0.262,0.303,0.297,
371,ibm16,0.277,0.311,0.322,
372,kim1,0.062,0.074,0.078,
373,kkt,1.638,1.781,1.792,
374,duct3D,0.167,0.196,0.221,
375,lhr14,0.041,0.053,0.056,
376,li,0.115,0.188,0.202,
377,tissue,0.053,0.060,0.063,
378,Lin,0.291,0.311,0.335,
379,lp_nug,0.193,0.193,0.230,
380,lp_pds,0.123,0.138,0.143,
381,lung,0.115,0.125,0.135,
382,m14b,0.259,0.278,0.263,
383,mac,0.208,0.218,0.230,
384,Maragal,0.132,0.181,0.167,
385,mc2depi,0.367,0.391,0.404,
386,mixtank,0.131,0.198,0.196,
387,mono,0.242,0.305,0.340,
388,mri1,0.150,0.158,0.161,
389,msc,0.069,0.092,0.095,
390,msdoor,0.437,0.458,0.451,
391,mult_dcop,0.085,0.117,0.135,
392,nasasrb,0.102,0.111,0.116,
393,nd12k,1.126,1.414,1.484,
394,net100,0.418,0.693,0.587,
395,nopoly,0.039,0.044,0.045,
396,actors,0.495,0.805,0.778,
397,www,0.243,0.268,0.323,
398,obstclae,0.072,0.085,0.093,
399,olafu,0.053,0.067,0.065,
400,opt1,0.089,0.105,0.152,
401,Oregon,0.050,0.075,0.068,
402,p2p,0.063,0.075,0.083,
403,para,0.254,0.264,0.262,
404,parabolic,0.338,0.360,0.359,
405,Pd,0.025,0.032,0.021,
406,pdb,0.142,0.180,0.177,
407,pds,0.313,0.343,0.363,
408,pesa,0.058,0.048,0.048,
409,PGP,0.045,0.057,0.054,
410,pkustk,0.164,0.171,0.163,
411,poisson3D,0.186,0.240,0.263,
412,poli3,0.035,0.043,0.046,
413,powersim,0.043,0.058,0.056,
414,pre2,0.463,0.503,0.521,
415,Pres,0.044,0.059,0.062,
416,psse2,0.043,0.051,0.053,
417,qa8fk,0.113,0.161,0.177,
418,rajat,0.086,0.099,0.100,
419,Reuters,0.231,0.219,0.277,
420,RFdevice,0.142,0.173,0.172,
421,rgg,0.248,0.236,0.265,
422,rim,0.053,0.065,0.076,
423,rma,0.093,0.108,0.107,
424,Rucci,0.515,0.533,0.526,
425,s4dkt,0.141,0.125,0.127,
426,scfxm,0.080,0.086,0.091,
427,scircuit,0.192,0.205,0.205,
428,shallow,0.120,0.127,0.129,
429,sherman,0.074,0.099,0.108,
430,ship,0.159,0.175,0.184,
431,shock,0.074,0.083,0.092,
432,shyy,0.117,0.130,0.127,
433,skirt,0.041,0.049,0.049,
434,sme3D,0.101,0.125,0.134,
435,soc-sign,0.428,0.671,0.586,
436,sparsine,0.546,0.771,0.783,
437,spmsrtls,0.054,0.058,0.055,
438,std1_Jac3,0.249,0.318,0.362,
439,stokes,0.080,0.088,0.091,
440,ted_A,0.034,0.046,0.051,
441,TF16,0.152,0.197,0.208,
442,thermal,0.116,0.113,0.110,
443,therm,0.107,0.145,0.132,
444,tmt,0.577,0.621,0.615,
445,tomogra,0.122,0.158,0.151,
446,torso,0.252,0.277,0.278,
447,Trec,1.172,1.511,1.562,
448,Trefe,0.273,0.230,0.325,
449,TSOPF,0.170,0.235,0.242,
450,us04,0.092,0.115,0.131,
451,usroads,0.168,0.170,0.171,
452,venkat,0.076,0.087,0.097,
453,vibro,0.085,0.120,0.120,
454,plastic,0.068,0.113,0.117,
455,rocks,0.065,0.068,0.074,
456,wave3D,0.058,0.084,0.095,
457,wathen120,0.062,0.072,0.071,
458,water,0.113,0.138,0.142,
459,wang4,0.075,0.094,0.103,
460,xenon,0.152,0.180,0.192,
461,Zhao,0.097,0.094,0.105,
462,G67,0.044,0.051,0.051,
463,af101,0.373,0.369,0.377,
464,eco1,0.656,0.661,0.667,
465,ibm18,0.285,0.318,0.315,
466,ibm17,0.272,0.329,0.353,
467,web1M,0.708,0.742,0.847,
468,nl120,3.063,3.093,3.127,
469,sat_p,4.300,6.220,6.462,
470,wbedu,4.740,5.155,5.044,
471,Stanf,0.532,0.575,0.597,
472,gene2,3.627,4.743,6.140,
473,Hamr3,0.883,0.867,0.891,
474,StocF,1.005,1.071,1.047,
475,lang,0.560,0.633,0.664,
476,kron,1.867,2.577,2.714,
477,case39,0.146,0.178,0.189,
478,dac9,0.683,0.715,0.721,
479,dac12,0.992,1.084,1.115,
480,dac19,0.487,0.544,0.523,
481,tran4,0.553,0.635,0.641,
482,Cheb4,0.201,0.218,0.225,
483,sat_d,8.334,8.804,9.145,
484,HV15R,7.436,7.529,7.616,
485,gupta2,0.272,0.366,0.416,
486,ASIC,0.757,0.859,0.840,
487,ASIC320k,0.509,0.622,0.631,
488,wiki-Talk,5.851,7.305,6.770,
489,com-Youtube,3.271,4.626,4.311,
490,Freescal,1.992,1.963,2.028,
491,roadNet-CA,1.110,1.143,1.156,
492,delaunay23,5.201,5.240,5.211,
493,coPapersDBLP,1.940,2.007,2.252,
494,dc1,0.576,0.629,0.674,
495,channel,3.334,3.339,3.231,
496,as-Skitter,3.048,4.052,3.872,
497,ASIC_100k,0.256,0.353,0.345,
498,dc2,0.544,0.628,0.638,
499,tran5,0.561,0.615,0.637,
