id,dataset,k=2,k=3,k=4,
478,dac9,0.0396909,0.0627042,0.0877331,
479,dac12,0.0464065,0.0921785,0.129747,
480,dac19,0.0409568,0.057579,0.0776733,
481,tran4,0.0201365,0.123284,0.217625,
482,Cheb4,0.0167564,0.0184174,0.0256815,
483,sat_d,0.283946,0.615016,0.978319,
484,HV15R,0.312218,0.49337,0.585519,
485,gupta2,0.0225956,0.0450816,0.0441753,
486,ASIC,0.572122,0.331032,1.46026,
487,ASIC320k,0.11017,0.283593,0.570719,
488,wiki-Talk,0.172152,1.98385,4.51015,
489,com-Youtube,0.24491,1.05877,1.31193,
490,Freescal,0.0348419,0.0667148,0.0989784,
491,roadNet-CA,0.02249,0.0505424,0.0835307,
492,delaunay23,0.0914953,0.176854,0.237655,
493,coPapersDBLP,0.0485373,0.0635615,0.294785,
494,dc1,0.02082,0.121451,0.217715,
495,channel,0.194676,0.32384,0.409051,
496,as-Skitter,0.236502,0.858899,0.353969,
497,ASIC_100k,0.0529804,0.0833091,0.185166,
498,dc2,0.0199205,0.121987,0.218707,
499,tran5,0.0202843,0.121209,0.217873,
